name,rubro,email,phone,whatsapp,best_outreach_number,address,city,province,website,instagram,facebook,linkedin,source,lead_score,lead_tier,contact_channel
Papelera Merlo,Cotillon,silvinaromero99@hotmail.com,+5491124061607,+5491124061607,+5491124061607,Sarandí 478,Merlo - Buenos Aires,,https://www.facebook.com/papeleramerloofi/,https://www.instagram.com/papeleramerloofi/?hl=es,https://www.facebook.com/papeleramerloofi,,Paginas Amarillas,93,A,whatsapp
Plastuc,Cotillon,paniplast.tuc@gmail.com,+5491164373105,+5491164373105,+5491164373105,Juan Bautista Alberdi 1276,Aguilares - Tucuman,,http://www.plastuc-aguilares.com,https://www.instagram.com/plastuc_aguilares,https://www.facebook.com/plastuc,,Paginas Amarillas,93,A,whatsapp
Escuela Integral y Lúdica de Yoga Prosperi Silvia,Cursos,rukmindeliyoga@hotmail.com,+5491130866846,+5491130866846,+5491130866846,Paunero 2107,San Miguel - Buenos Aires,,http://www.escueladeyogaprosperisilvia.com,https://www.instagram.com/silviaelizabetprosperi,https://www.facebook.com/profesoradodeyogaensanmiguelmaestraprosperisilvia/,,Paginas Amarillas,93,A,whatsapp
Fer. Tad. Studio,Cursos,fer.tad.peluqueria@gmail.com,+5491150222157,+5491150222157,+5491150222157,Malabia 1971,Palermo Soho - Ciudad de Buenos Aires,,http://www.fertad.com,https://www.instagram.com/fer.tad/,https://www.facebook.com/fer.tad.studio,,Paginas Amarillas,93,A,whatsapp
Helados Kelly,Cursos,kellyhelados@hotmail.com,+542234488363,+5492235901647,+5492235901647,Av T A Edison 1599,Mar del Plata - Buenos Aires,,http://www.heladoskelly.com,https://www.instagram.com/heladoskelly/?hl=es-la,https://www.facebook.com/heladoskelly,,Paginas Amarillas,93,A,whatsapp
Nueva Tierra Madre Viva,Cursos,olgabeatrizcandido@gmail.com,+5492223509345,+5492223509345,+5492223509345,Dr. Patricio Brenan 249,Magdalena - Buenos Aires,,http://www.ntmve.com,https://www.instagram.com/olga.candido,https://www.facebook.com/17JinNNRUU,,Paginas Amarillas,93,A,whatsapp
Profesora de Ingles e Italiano,Cursos,clasesvirtualesdeitaliano@gmail.com,+5492235170180,+5492235170180,+5492235170180,H Yrigoyen 3347,Mar del Plata - Buenos Aires,,http://www.vaninaariasteacher.com,https://www.instagram.com/ingles.italiano,https://www.facebook.com/clases-de-italiano-vanesa-arias-108500848230204,,Paginas Amarillas,93,A,whatsapp
Robotiki,Cursos,info@robotiki.com.ar,+5491133917070,+5491133917070,+5491133917070,Av. del Libertador 767,Vicente López - Buenos Aires,,http://www.robotiki.com.ar,https://www.instagram.com/robo_tiki/,https://www.facebook.com/robotikiar,,Paginas Amarillas,93,A,whatsapp
Estudio Superior de Danza Yamili,Danza,yamiliespacioartistico1@gmail.com,+5492964467913,+5492964467913,+5492964467913,Carolos Pelegrini 724,Río Grande - Tierra del Fuego,,http://www.espacioartisticoyamili.com,https://www.instagram.com/yamili.espacio.artistico/,https://www.facebook.com/yamili.fazzarri/,,Paginas Amarillas,93,A,whatsapp
Princess - Todo para el Ballet,Danza,prendasprincess@hotmail.com,+543414490278,+5493415046316,+5493415046316,Mitre 737 Piso PA,Rosario - Santa Fe,,https://princessdanza.com.ar/,https://www.instagram.com/todoparaelballet.princess/?hl=es-la,https://www.facebook.com/todoparaelballet.princess,,Paginas Amarillas,93,A,whatsapp
Andrés Merino Pinturerías,Decoracion,marketing@andres-merino.com.ar,+542614123088,+5492614183007,+5492614183007,San Martín 1619,Las Heras - Mendoza,,https://andresmerino.com.ar/,https://www.instagram.com/andresmerinopinturerias/,https://www.facebook.com/andres-merino-108484754863331,,Paginas Amarillas,93,A,whatsapp
Decometal.Gd,Decoracion,gustygd@live.com.ar,+5491161758485,+5491161758485,+5491161758485,Colectora Autovía 2 11956,El Pato - Buenos Aires,,http://www.decometal-gd.com,https://www.instagram.com/decometal.gd/,https://www.facebook.com/decometalgd,,Paginas Amarillas,93,A,whatsapp
Emma Eventos,Decoracion,recepcion.emmaeventos@gmail.com,+5491162237198,+5491162237198,+5491162237198,"Av España S/N Km 3,5 S/N",Magdalena - Buenos Aires,,http://www.emma-eventos.com,https://instagram.com/emma.eventos?igshid=NTc4MTIwNjQ2YQ==,https://www.facebook.com/emma-eventos-980310445380771,,Paginas Amarillas,93,A,whatsapp
Florerías Uriel - 24 Hs,Decoracion,gigi2121@hotmail.com,+541146741606,+5491152499701,+5491152499701,Av Rivadavia 8822,Vélez Sarsfield - Ciudad de Buenos Aires,,http://www.floreriauriel.com.ar,https://www.instagram.com/floreriagisela/,https://www.facebook.com/floreria-uriel-503291936495702,,Paginas Amarillas,93,A,whatsapp
Ivana Scalise Diseño Interior,Decoracion,proyectos@metro-lineal.com.ar,+5491162484672,+5491162484672,+5491162484672,Colectora Norte Acceso Oeste S/N Km 47.200 Esquina Laguna Ye,General Rodríguez - Buenos Aires,,http://www.ivanascalisedesign.com,https://www.instagram.com/is_interiorismo/?hl=es-la,https://www.facebook.com/ivanascalisedesign,,Paginas Amarillas,93,A,whatsapp
La Pinturería Sh,Decoracion,lapintureria.catamarca@gmail.com,+543834438850,+5493834878990,+5493834878990,Mota Botello 833,Catamarca - Catamarca,,http://www.lapintureriash.com,https://www.instagram.com/lapintureriapaclin/,https://www.facebook.com/lapintureriapaclin,,Paginas Amarillas,93,A,whatsapp
Pinturería Ariel,Decoracion,mailto:tiendapintureriasariel@gmail.com,+5493564515100,+5493564659271,+5493564659271,Las Malvinas 930,San Francisco - Cordoba,,http://www.pintureriasariel.com.ar,https://www.instagram.com/pintureriaariel/,https://www.facebook.com/pintureria.ariel/,,Paginas Amarillas,93,A,whatsapp
Pinturería el Colibrí,Decoracion,pintureriaelcolibri@gmail.com,+543414568483,+5493412030975,+5493412030975,Av Prov Unidas 1001,Rosario - Santa Fe,,http://www.pintureriaelcolibri.com,https://www.instagram.com/pintureriaelcolibri/,https://www.facebook.com/pintureriaelcolibri/,,Paginas Amarillas,93,A,whatsapp
Todo Mar Fabrica de Mesadas y Amoblamientos de Cocina,Decoracion,jotoniconaty@gmail.com,+5491161356370,+5491161356370,+5491161356370,D French 1421,Merlo - Buenos Aires,,http://www.marmoleriatodomar.com,https://www.instagram.com/marmoleriatodomar_distrioeste/,https://www.facebook.com/todomar.marmoleria,,Paginas Amarillas,93,A,whatsapp
La Tranquera-Asador,Delivery,asadorlatranquera@hotmail.com,+542234793098,+5492233068085,+5492233068085,Av Constitución 6576,Mar del Plata - Buenos Aires,,http://www.latranqueraparrilla.com.ar,https://www.instagram.com/asadorlatranquera,https://www.facebook.com/latranqueraasador,,Paginas Amarillas,93,A,whatsapp
Los Herederos del Sabor,Delivery,losherederosdelsabor@gmail.com,+541142221848,+5491122680229,+5491122680229,España 30,Avellaneda - Buenos Aires,,http://www.pizzerialosherederos.com,https://www.instagram.com/losherederosdelsabor/?hl=es-la,https://www.facebook.com/pizzerialosherederosdelsabor,,Paginas Amarillas,93,A,whatsapp
Pizza Krozz,Delivery,dia_arcos@hotmail.com,+5491135211320,+5491135211320,+5491135211320,Av Santa Fe 5251,Palermo - Ciudad de Buenos Aires,,http://www.pizzakrozz.com,https://www.instagram.com/krozz_palermo/,https://www.facebook.com/krozz-burger-pizzas-1710518105666409,,Paginas Amarillas,93,A,whatsapp
Platter - Sabores del Mundo,Delivery,johannaandreaperez_26@hotmail.com,+5493512115648,+5493512115648,+5493512115648,Francisco Carrillo 3654,Córdoba - Cordoba,,http://www.plattercba.com,https://www.instagram.com/platter.cba/,https://www.facebook.com/61581872425181,,Paginas Amarillas,93,A,whatsapp
Telesco,Delivery,sandratelesco@gmail.com,+542494423100,+5492494657346,+5492494657346,Uriburu 727,Tandil - Buenos Aires,,http://www.pastasfrescastelesco.com,https://www.instagram.com/telescopastas/,https://www.facebook.com/telescopastas,,Paginas Amarillas,93,A,whatsapp
Ponce e Hijos Alquiler de Martillos Demoledores,Demoliciones,cponceisa@yahoo.com.ar,+5492612091320,+5492612091320,+5492612091320,Av. El Libertador 47,Mendoza - Mendoza,,http://www.ponceehijosmartillosdemoledores.com,https://www.instagram.com/cponceisa/,https://www.facebook.com/martillosdemoledoresponceehijos,,Paginas Amarillas,93,A,whatsapp
As Dental,Dentistas,albertoatt@hotmail.com,+541147510111,+5491158803651,+5491158803651,Gral Victoria 393,El Palomar - Buenos Aires,,http://www.asdentalconsultorio.com,https://www.instagram.com/as_dental2019/,https://www.facebook.com/asdentalconsultorio,,Paginas Amarillas,93,A,whatsapp
Consultorio Odontológico Dra. Natalia Massaro,Dentistas,soledadmassaro84@hotmail.com,+5492215922910,+5492215383260,+5492215383260,Avenida 1 1949,La Plata - Buenos Aires,,https://www.consultorioodontologiconataliamassaro.milink.guru/,https://www.instagram.com/nm_consultorioodontologico/?igshid=NTc4MTIwNjQ2YQ%3D%3D,https://www.facebook.com/profile.php?id=100063468733118,,Paginas Amarillas,93,A,whatsapp
Croi Odontología Digital,Dentistas,c.r.o.i@hotmail.com,+542994430505,+5492995485144,+5492995485144,Santa Fe 12,Neuquén - Neuquen,,http://www.croiodontologiadigital.com,https://www.instagram.com/croidigital/?hl=es-la,https://www.facebook.com/croi-odontologia-digital-102074828344968,,Paginas Amarillas,93,A,whatsapp
Dr. Luis V. Garvich,Dentistas,luisgarvich@yahoo.com.ar,+5493815900960,+5493815900960,+5493815900960,Prov De Córdoba 153,San Miguel de Tucumán - Tucuman,,http://www.drluisgarvich.com,https://www.instagram.com/dr.garvich.neuralgia.bruxismo/,https://www.facebook.com/drgarvich/,,Paginas Amarillas,93,A,whatsapp
Odontola,Dentistas,odonto.la.adm@gmail.com,+5491131018139,+5491131018139,+5491131018139,Viamonte 377 Piso 3,Centro (San Nicolás) - Ciudad de Buenos Aires,,http://www.odontola.com,https://www.instagram.com/odonto_la/,https://www.facebook.com/100087433125229,,Paginas Amarillas,93,A,whatsapp
Odontología - Espacio Coral,Dentistas,ecoralinfo@gmail.com,+5493512598438,+5493512598438,+5493512598438,Bv Mitre 517 Piso 11,Córdoba - Cordoba,,https://www.instagram.com/odontologia_espaciocoral/,https://www.instagram.com/odontologia_espaciocoral/,https://www.facebook.com/EspacioCoralOdontologia/,,Paginas Amarillas,93,A,whatsapp
Ortodoncia Cerioni,Dentistas,ortodonciacerioni@gmail.com,+543584630808,+5493585649595,+5493585649595,Lamadrid 565,Río Cuarto - Cordoba,,http://www.ortodonciacerioni.com.ar,https://www.instagram.com/ortodoncia.cerioni/,https://www.facebook.com/cerioniortodoncia,,Paginas Amarillas,93,A,whatsapp
Beauty House - Centro Integral de Belleza,Depilacion,beautyhouse010123@gmail.com,+542994439650,+5492994184884,+5492994184884,Av Argentina 380,Neuquén - Neuquen,,http://www.beautyhouse.milink.guru,https://www.instagram.com/beautyhousebelleza/,https://www.facebook.com/beautyhousebelleza/,,Paginas Amarillas,93,A,whatsapp
Dra. Mazzei Medicina Estética,Depilacion,monicamazzei77@hotmail.com,+541142943550,+5491123811333,+5491123811333,M Dorrego 391,José Mármol - Buenos Aires,,http://www.dramazzeimedicinaestetica.com,https://www.instagram.com/doctoramazzei,https://www.facebook.com/doctoramonicamazzei,,Paginas Amarillas,93,A,whatsapp
Gb Belleza Integral Palermo,Depilacion,gbbellezaintegralpalermo@gmail.com,+5491136672046,+5491136672046,+5491136672046,J Alvarez 2850 Piso 5,Palermo - Ciudad de Buenos Aires,,http://www.gbbellezaintegral.com,https://www.instagram.com/gb_palermo/,https://www.facebook.com/profile.php?id=100063772020633,,Paginas Amarillas,93,A,whatsapp
Nova Estetika Jujuy,Depilacion,karlagmendez33@gmail.com,+5493884643989,+5493884643989,+5493884643989,Av. Coronel Mariano Santibañez 1812,San Salvador de Jujuy - Jujuy,,http://www.novaestetika.com,https://www.instagram.com/nova_estetika_jujuy/,https://www.facebook.com/estetika.jujuy,,Paginas Amarillas,93,A,whatsapp
Peluquería Azul Francia de Adriana Doña de Boll,Depilacion,adrianadona@hotmail.com.ar,+542262427595,+5492262418781,+5492262418781,Calle 69 2918,Necochea - Buenos Aires,,http://www.salondebellezaazulfrancia.com,https://www.instagram.com/azulfrancianecochea/,https://www.facebook.com/salon-de-belleza-azul-francia-101327851355702,,Paginas Amarillas,93,A,whatsapp
Roxana Carraha,Depilacion,roxana.carraha@gmail.com,+5493512806894,+5493512806894,+5493512806894,Tte Candelaria 45,Neuquén - Neuquen,,http://www.roxanacarraha.com,https://www.instagram.com/roxanacarraha/?hl=es,https://www.facebook.com/roxana-carraha-345782986501157,,Paginas Amarillas,93,A,whatsapp
Tecno Estetica y Spa Veronica,Depilacion,veronicabenitez1551@gmail.com,+5491163306234,+5491131475551,+5491131475551,Dr E Restelli 1622,9 de Abril - Buenos Aires,,http://www.tecnoesteticayspa.com,https://www.instagram.com/estetica.vdb/?hl=es-la,https://www.facebook.com/Tecno-Est%C3%A9tica-y-Spa-108482527253173/,,Paginas Amarillas,93,A,whatsapp
Unelen- Centro de Estetica y Peluqueria,Depilacion,mariana.meier@hotmail.com,+541146654869,+5491166920503,+5491166920503,S Gaboto 1,Hurlingham - Buenos Aires,,www.unelenestetica.com.ar,https://www.instagram.com/consultoriopodologico_mmeier/,https://www.facebook.com/pg/PodologiaAlternativaMarianaMeier,,Paginas Amarillas,93,A,whatsapp
Vivi Terra,Depilacion,vivisol505@hotmail.com,+5491163636233,+5491163636233,+5491163636233,Colect Sur Acc Oeste 2451 Piso 2,General Rodríguez - Buenos Aires,,http://www.vivi-terra.com,https://www.instagram.com/viviterraestetica/,https://www.facebook.com/viviterraestetica/61579493671074/,,Paginas Amarillas,93,A,whatsapp
Bicicletería Nari,Deportes,camidur@hotmail.es,+542214505437,+5492216567016,+5492216567016,Avenida 66 2121,La Plata - Buenos Aires,,https://bicicleterianari.com/,https://www.instagram.com/bicicleteria_nari/,https://www.facebook.com/Bicicleteria-NARI-1067403733296875,,Paginas Amarillas,93,A,whatsapp
Cruuz,Deportes,pipu2494@gmail.com,+5491134545844,+5491134545844,+5491134545844,Ejercito de los Andes 936,Lomas de Zamora - Buenos Aires,,https://www.facebook.com/CRUUZ.OFICIAL/,https://www.instagram.com/cruuz_oficial/,https://www.facebook.com/cruuz.oficial,,Paginas Amarillas,93,A,whatsapp
Cuarzo Rosa Indumentaria,Deportes,laurayoporqueami@gmail.com,+5491130625403,+5491168721710,+5491168721710,Picheuta 1961,Parque Chacabuco - Ciudad de Buenos Aires,,http://www.cuarzorosaind.com,https://www.instagram.com/cuarzorosaind/,https://www.facebook.com/61558172892342,,Paginas Amarillas,93,A,whatsapp
La Óptica Alemana,Deportes,laopticaalemana.central@gmail.com,+541147923782,+5491134356297,+5491134356297,Av Santa Fe 2076,Martínez - Buenos Aires,,http://www.laopticalemana.com.ar/,https://www.instagram.com/laopticalemana/,https://www.facebook.com/laopticalemana,,Paginas Amarillas,93,A,whatsapp
Atmosferico los dos Hermanos,Desagotes,celimonges432@gmail.com,+5491169616836,+5491169616836,+5491169616836,E Perón 572,Derqui - Buenos Aires,,http://www.atmosfericolosdoshermanos.com,https://www.instagram.com/atmosfericolosdos/,https://www.facebook.com/atmosferico.losdoshermano,,Paginas Amarillas,93,A,whatsapp
Destapaciones La Victoria,Desagotes,info@destapacioneslavictoria.com.ar,+5491162047364,+5491161397712,+5491161397712,Caldas 1475,Villa Ortuzar - Ciudad de Buenos Aires,,http://www.destapacioneslavictoria.com.ar/,https://www.instagram.com/mr.destapador/,https://www.facebook.com/desagoteslavictoria,,Paginas Amarillas,93,A,whatsapp
Volquetes el Dado,Desagotes,diegodado@hotmail.com.ar,+541154354780,+5491131023805,+5491131023805,Don Cristóbal 3805,Hurlingham - Buenos Aires,,http://www.volqueteseldado.com,https://www.instagram.com/volquetes_eldado/,https://www.facebook.com/eldadovolquetes/,,Paginas Amarillas,93,A,whatsapp
Deubel,Desarrollo Web,info@deubel.com.ar,+543414587343,+5493415075276,+5493415075276,Guatemala 1356,Rosario - Santa Fe,,http://www.deubel.com.ar,https://www.instagram.com/accounts/login/?next=/deubel_panificacion/,https://www.facebook.com/Deubel.Argentina/?view_public_for=194587223915287,,Paginas Amarillas,93,A,whatsapp
gurú Argentina,Desarrollo Web,nataliadeguru@gurusoluciones.com,+541160900100,+5491123143608,+5491123143608,Colect Panamericana 1804,Villa Adelina - Buenos Aires,,gurusoluciones.com,https://www.instagram.com/guruArgentina,https://www.facebook.com/guruargentina,,Paginas Amarillas,93,A,whatsapp
Reus - Espacio Psicopedagógico,Desarrollo Web,lic.melaniemorganti@gmail.com,+5492323363501,+5492323363501,+5492323363501,Dr Muñiz 1665,Luján - Buenos Aires,,http://www.reusespacio.com,https://www.instagram.com/reus.espacio/,https://www.facebook.com/profile.php?id=100083247828916,,Paginas Amarillas,93,A,whatsapp
Whisky Bravo,Despachantes,wbarreto@arnet.com.ar,+5493415605047,+5493415621790,+5493415621790,A J Paz 1065,Rosario - Santa Fe,,http://www.whiskybravo.com.ar/,https://www.instagram.com/escueladevuelowhiskybravo/,https://www.facebook.com/escuelawhiskybravo,,Paginas Amarillas,93,A,whatsapp
Grupo Bressan,Despachantes De Aduana,epbressan@gmail.com,+543434901200,+5493434296225,+5493434296225,D French 377,Ramírez - Entre Rios,,http://grupobressan.com.ar/,https://www.instagram.com/grupobressanoficial/?igshid=YmMyMTA2M2Y%3D,https://www.facebook.com/grupobressanoficial,,Paginas Amarillas,93,A,whatsapp
Proarcos,Despachantes De Aduana,proarcoss@gmail.com,+5491126519060,+5491126519060,+5491126519060,Av Córdoba 673 Piso 7,Centro (San Nicolás) - Ciudad de Buenos Aires,,http://www.proarcosarg.com,https://www.instagram.com/proarcoss?igsh=cW82cjE3bDdqeTA%3D,https://www.facebook.com/Proarcos-Comex/61586180932989/,,Paginas Amarillas,93,A,whatsapp
Destapes Titan,Destapaciones,desagotadora_titan@hotmail.com,+5493412841826,+5493412841826,+5493412841826,A Pellegrini B 1218,Rosario - Santa Fe,,http://www.destapestitan.com,https://www.instagram.com/titandestapes/,https://www.facebook.com/titán-destapes-y-desagotes-438730456951221,,Paginas Amarillas,93,A,whatsapp
Ecovias,Destapaciones,info@ecovias.com.ar,+5493516192810,+5493516192810,+5493516192810,Cochabamba 2231,Córdoba - Cordoba,,http://www.ecovias.com.ar,https://www.instagram.com/ecovias.ok/,https://www.facebook.com/profile.php?id=100069436531620,,Paginas Amarillas,93,A,whatsapp
Plomero Gasista Matriculado Hidroflame,Destapaciones,hidroflame7700@gmail.com,+5492235170325,+5492235170325,+5492235170325,Garay 123,Mar del Plata - Buenos Aires,,https://hidroflame.com/,https://www.instagram.com/plomero.gasista.mardel/,https://www.facebook.com/hidroflame,,Paginas Amarillas,93,A,whatsapp
Alfajores Kaboom,Dieteticas,migangp2001@gmail.com,+5492215475227,+5492215475227,+5492215475227,63 3052,La Plata - Buenos Aires,,https://www.facebook.com/kaboomalfajores,https://www.instagram.com/kaboom_alfajores/,https://www.facebook.com/kaboomalfajores,,Paginas Amarillas,93,A,whatsapp
